City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
238,Rupert,US,2022-02-13 04:13:44,42.6191,-113.6772,28.27,80,0,5.75
239,Berga,NO,2022-02-13 04:13:44,60.392,5.328,45.64,89,100,19.57
240,Dingle,PH,2022-02-13 04:13:45,10.9995,122.6711,85.71,63,98,13.47
241,New Norfolk,AU,2022-02-13 04:13:45,-42.7826,147.0587,79.92,36,100,10.47
242,Ambilobe,MG,2022-02-13 04:13:46,-13.2,49.05,75.06,92,78,0.87
243,Bilma,NE,2022-02-13 04:13:46,18.6853,12.9164,59.18,19,0,8.14
244,Yima,CN,2022-02-13 04:13:47,34.7381,111.8839,41.97,59,17,10.07
245,Yulara,AU,2022-02-13 04:13:48,-25.2406,130.9889,96.64,11,3,8.05
246,Yabelo,ET,2022-02-13 04:13:48,4.8833,38.0833,59.25,31,28,7.11
247,Imbituba,BR,2022-02-13 04:12:34,-28.24,-48.6703,74.82,85,2,10.4
248,Pokrovskoye,RU,2022-02-13 04:13:49,47.4157,38.8971,32.81,76,76,8.9
249,Tuy Hoa,VN,2022-02-13 04:11:54,13.0833,109.3,78.04,83,90,7.43
250,Carnarvon,AU,2022-02-13 04:02:37,-24.8667,113.6333,84.9,63,100,5.3
251,Port Hueneme,US,2022-02-13 04:12:48,34.1478,-119.1951,76.6,37,0,5.75
252,Wilmington Island,US,2022-02-13 04:13:50,32.0036,-80.9737,55.98,73,100,0.0
253,Ambunti,PG,2022-02-13 04:13:50,-4.2365,142.8448,87.19,65,84,2.13
254,Coquimbo,CL,2022-02-13 04:05:36,-29.9533,-71.3436,62.33,88,0,2.3
255,Road Town,VG,2022-02-13 04:12:03,18.4167,-64.6167,75.99,73,1,22.84
256,Nishihara,JP,2022-02-13 04:13:51,26.1842,127.7558,71.26,78,75,4.61
257,Quesnel,CA,2022-02-13 04:13:52,52.9999,-122.5029,35.35,90,100,5.39
258,Esperance,AU,2022-02-13 04:11:18,-33.8667,121.9,68.97,53,9,12.55
259,Sergeyevka,KZ,2022-02-13 04:13:52,53.88,67.4158,4.44,96,100,4.0
260,Takoradi,GH,2022-02-13 04:13:53,4.8845,-1.7554,78.01,87,90,6.67
261,Marawi,PH,2022-02-13 04:13:53,7.9986,124.2928,72.64,56,100,8.14
262,Alikalia,SL,2022-02-13 04:13:53,9.1667,-11.4,62.01,64,3,1.34
263,Tessalit,ML,2022-02-13 04:09:23,20.1986,1.0114,61.0,17,2,7.23
264,Ishigaki,JP,2022-02-13 04:13:54,24.3448,124.1572,68.13,100,75,9.22
265,Taoudenni,ML,2022-02-13 04:13:55,22.6783,-3.9836,59.11,26,0,13.04
266,Banda Aceh,ID,2022-02-13 04:13:57,5.5577,95.3222,84.81,65,72,8.23
267,Rancho Palos Verdes,US,2022-02-13 04:13:57,33.7445,-118.387,76.1,43,1,4.0
268,Tual,ID,2022-02-13 04:13:58,-5.6667,132.75,83.03,68,11,5.99
269,Akdepe,TM,2022-02-13 04:13:59,42.0551,59.3788,30.2,74,26,5.66
270,Vikhorevka,RU,2022-02-13 04:14:00,56.1201,101.1636,-7.76,92,96,3.29
271,Vao,NC,2022-02-13 04:15:00,-22.6667,167.4833,81.45,75,89,6.76
272,Jodhpur,IN,2022-02-13 04:10:58,26.2867,73.03,68.32,23,0,5.23
273,Kenai,US,2022-02-13 04:13:44,60.5544,-151.2583,28.49,93,0,3.44
274,Oktyabrskiy,RU,2022-02-13 04:15:01,54.4815,53.471,22.37,96,100,5.99
275,Seddon,AU,2022-02-13 04:15:02,-37.8068,144.8916,91.29,40,0,24.16
276,Omsukchan,RU,2022-02-13 04:15:02,62.5333,155.8,-15.93,95,59,4.92
277,Atasu,KZ,2022-02-13 04:15:03,48.6814,71.6433,21.4,94,100,17.25
278,Ahuimanu,US,2022-02-13 04:15:03,21.4447,-157.8378,78.51,68,20,12.66
279,Yar-Sale,RU,2022-02-13 04:15:04,66.8333,70.8333,-10.35,94,80,15.28
280,Barra Patuca,HN,2022-02-13 04:15:04,15.8,-84.2833,76.28,83,1,7.18
281,Pacific Grove,US,2022-02-13 04:15:05,36.6177,-121.9166,65.95,79,0,3.44
282,Comodoro Rivadavia,AR,2022-02-13 04:15:01,-45.8667,-67.5,64.26,68,0,4.61
283,Harindanga,IN,2022-02-13 04:15:06,22.0383,88.3214,71.58,35,3,8.3
284,La Macarena,CO,2022-02-13 04:15:06,2.1837,-73.7849,74.16,63,23,2.93
285,Superior,US,2022-02-13 04:15:06,46.7208,-92.1041,-2.52,59,100,9.22
286,Ribeira Grande,PT,2022-02-13 04:15:07,38.5167,-28.7,62.06,94,100,14.36
287,Xining,CN,2022-02-13 04:10:09,36.6167,101.7667,27.14,43,14,4.79
288,Zhaoqing,CN,2022-02-13 04:15:08,23.0512,112.4597,58.41,92,100,4.38
289,Esso,RU,2022-02-13 04:15:08,55.9333,158.7,9.3,93,67,3.62
290,Finote Selam,ET,2022-02-13 04:15:09,10.7,37.2667,59.14,65,52,2.51
291,Rexburg,US,2022-02-13 04:11:07,43.826,-111.7897,15.78,79,0,4.61
